No,ポケモン名,技名前,タイプ,分類,威力,命中,PP,技のヒット数,技の説明,更新日,候補
471,グレイシア,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
471,グレイシア,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/4/10,
471,グレイシア,きあいだめ,ノーマル,変化,0,-,20,,自分はきゅうしょアップ状態+2になる。,2026/4/10,
471,グレイシア,ほえる,ノーマル,変化,0,-,20,,相手に控えがいる場合、相手をランダムに交代させる。,2026/4/10,
471,グレイシア,くさわけ,くさ,物理,50,100,20,1,自分の素早さを1段階上げる。,2026/4/10,
471,グレイシア,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/4/10,
471,グレイシア,みずのはどう,みず,特殊,60,100,20,1,20%の確率で相手をこんらん状態にする。,2026/4/10,
471,グレイシア,ひやみず,みず,特殊,50,100,20,1,相手の攻撃を1段階下げる。,2026/4/10,
471,グレイシア,あまごい,みず,変化,0,-,8,,5ターンの間あめ状態にする。,2026/4/10,
471,グレイシア,あなをほる,じめん,物理,80,100,12,1,使ったターンで地中状態になり、次のターンで攻撃する。,2026/4/10,
471,グレイシア,マッドショット,じめん,特殊,55,95,16,1,相手の素早さを1段階下げる。,2026/4/10,
471,グレイシア,どろかけ,じめん,特殊,20,100,12,1,相手の命中率を1段階下げる。,2026/4/10,
471,グレイシア,こおりのキバ,こおり,物理,65,95,16,1,10%の確率で相手をこおり状態にする。10％の確率で相手をひるませる。,2026/4/10,
471,グレイシア,ゆきなだれ,こおり,物理,,100,12,,この技を使うターンに相手からの技ダメージを受けていれば、威力が2倍になる。,2026/4/10,
471,グレイシア,こおりのつぶて,こおり,物理,40,100,20,1,必ず先制できる。(優先度+1),2026/4/10,
471,グレイシア,つららばり,こおり,物理,25,100,20,2～5,2ー5回連続で攻撃する。,2026/4/10,
471,グレイシア,トリプルアクセル,こおり,物理,20,90,12,3,1回目は威力20、2回目は威力40、3回目は威力60の連続3回攻撃。途中で外れると攻撃は終わる。,2026/4/10,
471,グレイシア,れいとうビーム,こおり,特殊,90,100,12,1,10%の確率で相手をこおり状態にする。,2026/4/10,
471,グレイシア,こおりのいぶき,こおり,特殊,60,90,12,1,必ず急所に当たる。,2026/4/10,
471,グレイシア,ゆきげしき,こおり,変化,0,-,8,,5ターンの間、ゆき状態にする。,2026/4/10,
471,グレイシア,くろいきり,こおり,変化,0,-,20,,全体の場の能力変化をなくす。,2026/4/10,
471,グレイシア,アシストパワー,エスパー,特殊,20,100,12,1,自分の能力変化が1段階上がるごとに、この技は威力は20上がる。,2026/4/10,
471,グレイシア,ミラーコート,エスパー,特殊,,100,20,,使ったターンに相手から受けた特殊技のダメージを2倍にして返す。,2026/4/10,
471,グレイシア,じゅうりょく,エスパー,変化,0,-,8,,5ターンの間、全体の場をじゅうりょく状態にする。,2026/4/10,
471,グレイシア,めいそう,エスパー,変化,0,-,20,,自分の特攻と特防が1段階ずつ上がる。,2026/4/10,TRUE
471,グレイシア,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/4/10,
471,グレイシア,シャドーボール,ゴースト,特殊,80,100,16,1,20%の確率で相手の特防を1段階下げる。,2026/4/10,TRUE
471,グレイシア,のろい,ゴースト,変化,0,-,12,,自分のHPを最大HPの1/2減らし、相手をのろい状態にする。ゴーストタイプ以外の場合、自分の素早さを1段階下げて、攻撃・防御を1段階上げる。,2026/4/10,
471,グレイシア,かみつく,あく,物理,60,100,20,1,30%の確率で相手をひるませる。,2026/4/10,
471,グレイシア,うそなき,あく,変化,0,100,20,,相手の特防を2段階下げる。,2026/4/10,
471,グレイシア,みわくのボイス,フェアリー,特殊,80,100,12,1,使ったターン中相手の能力が上がっている場合、相手をこんらん状態にする。,2026/4/10,
471,グレイシア,つぶらなひとみ,フェアリー,変化,0,100,20,,相手の攻撃を1段階下げる。,2026/4/10,
471,グレイシア,あまえる,フェアリー,変化,0,100,20,,相手の攻撃を2段階下げる。,2026/4/10,
472,グライオン,すなあらし,いわ,変化,0,-,8,,5ターンの間すなあらし状態にする。,2026/4/10,
472,グライオン,ステルスロック,いわ,変化,0,-,20,,相手の場をステルスロック状態にする。,2026/4/10,TRUE
472,グライオン,どくびし,どく,変化,0,-,20,,相手の場をどくびし状態にする。,2026/4/10,TRUE
472,グライオン,じならし,じめん,物理,60,100,20,1,相手の素早さを1段階下げる。グラスフィールド状態の時、威力が1/2になる。,2026/4/10,TRUE
472,グライオン,はたきおとす,あく,物理,65,100,20,1,相手が道具を持っていると威力が1.5倍になる。相手の道具を失わせる。,2026/4/10,
472,グライオン,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
472,グライオン,すてみタックル,ノーマル,物理,120,100,16,1,与えたダメージの1/3を自分も受ける。,2026/4/10,
472,グライオン,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/4/10,
472,グライオン,でんこうせっか,ノーマル,物理,40,100,20,1,必ず先制できる。(優先度+1),2026/4/10,
472,グライオン,フェイント,ノーマル,物理,30,100,12,1,まもる、みきり等の効果を解除して攻撃する。,2026/4/10,
472,グライオン,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
472,グライオン,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/4/10,
472,グライオン,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/4/10,
472,グライオン,バトンタッチ,ノーマル,変化,0,-,20,,手持ちの他のポケモンと交代する。能力変化、みがわり等をそのポケモンに引き継ぐ。,2026/4/10,
472,グライオン,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/4/10,
472,グライオン,メロメロ,ノーマル,変化,0,100,16,,相手をメロメロ状態にする。同性、性別不明の相手には失敗する。,2026/4/10,
472,グライオン,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
472,グライオン,こわいかお,ノーマル,変化,0,100,12,,相手の素早さを2段階下げる。,2026/4/10,
472,グライオン,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
472,グライオン,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/4/10,
472,グライオン,いやなおと,ノーマル,変化,0,85,20,,相手の防御を2段階下げる。,2026/4/10,
472,グライオン,つるぎのまい,ノーマル,変化,0,-,20,,自分の攻撃を2段階上げる。,2026/4/10,
472,グライオン,パワーウィップ,くさ,物理,120,85,12,1,通常の攻撃技。,2026/4/10,
472,グライオン,ほのおのキバ,ほのお,物理,65,95,16,1,10%の確率で相手をやけど状態にする。10%の確率で相手をひるませる。,2026/4/10,
472,グライオン,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/4/10,
472,グライオン,クラブハンマー,みず,物理,100,95,12,1,きゅうしょアップ+1で攻撃する。,2026/4/10,
472,グライオン,あまごい,みず,変化,0,-,8,,5ターンの間あめ状態にする。,2026/4/10,
472,グライオン,かみなり,でんき,特殊,110,70,12,1,30%の確率で相手をまひ状態にする。あめ状態の場合、相手に必ず命中する。空中状態の相手にも当たる。,2026/4/10,
472,グライオン,かみなりのキバ,でんき,物理,65,95,16,1,10%の確率で相手をまひ状態にする。10%の確率で相手をひるませる。,2026/4/10,
472,グライオン,とびかかる,むし,物理,80,100,16,1,相手の攻撃を1段階下げる。,2026/4/10,
472,グライオン,シザークロス,むし,物理,80,100,16,1,通常の攻撃技。,2026/4/10,
472,グライオン,はいよるいちげき,むし,物理,70,90,12,1,相手の特攻を1段階下げる。,2026/4/10,
472,グライオン,とんぼがえり,むし,物理,70,100,20,1,攻撃した後、手持ちの他のポケモンと交代する。,2026/4/10,
472,グライオン,ミサイルばり,むし,物理,25,95,20,2～5,2ー5回連続で攻撃する。,2026/4/10,
472,グライオン,むしのていこう,むし,特殊,50,100,20,1,相手の特攻を1段階下げる。,2026/4/10,
472,グライオン,つばめがえし,ひこう,物理,60,-,20,1,必ず命中する。,2026/4/10,
472,グライオン,アクロバット,ひこう,物理,55,100,16,1,自分が道具を持っていない場合威力が2倍になる。,2026/4/10,
472,グライオン,ダブルウイング,ひこう,物理,40,90,12,2,2回連続で攻撃する。,2026/4/10,
472,グライオン,おいかぜ,ひこう,変化,0,-,16,,4ターンの間味方の場をおいかぜ状態にする。,2026/4/10,
472,グライオン,ストーンエッジ,いわ,物理,100,80,8,1,きゅうしょアップ＋1で攻撃する。,2026/4/10,
472,グライオン,いわなだれ,いわ,物理,75,90,12,1,30%の確率で相手をひるませる。,2026/4/10,
472,グライオン,がんせきふうじ,いわ,物理,60,95,16,1,相手の素早さを1段階下げる。,2026/4/10,TRUE
472,グライオン,ダストシュート,どく,物理,120,80,8,1,30%の確率で相手をどく状態にする。,2026/4/10,
472,グライオン,どくづき,どく,物理,80,100,20,1,30%の確率で相手をどく状態にする。,2026/4/10,
472,グライオン,クロスポイズン,どく,物理,70,100,20,1,10%の確率で相手をどく状態にする。きゅうしょアップ+1で攻撃する。,2026/4/10,
472,グライオン,ヘドロばくだん,どく,特殊,90,100,12,1,30%の確率で相手をどく状態にする。,2026/4/10,
472,グライオン,ベノムショック,どく,特殊,65,100,12,1,相手がどく、もうどく状態の場合威力が2倍になる。,2026/4/10,
472,グライオン,どくどく,どく,変化,0,90,12,,相手をもうどく状態にする。どくタイプが使うと相手に必ず命中する。,2026/4/10,
472,グライオン,じしん,じめん,物理,100,100,12,1,地中状態の相手には威力が2倍になる。グラスフィールド状態の時、威力が1/2になる。,2026/4/10,
472,グライオン,10まんばりき,じめん,物理,95,95,12,1,通常の攻撃技。,2026/4/10,
472,グライオン,あなをほる,じめん,物理,80,100,12,1,使ったターンで地中状態になり、次のターンで攻撃する。,2026/4/10,
472,グライオン,すなじごく,じめん,物理,35,85,16,1,相手をバインド状態にする。,2026/4/10,
472,グライオン,だいちのちから,じめん,特殊,90,100,12,1,10%の確率で相手の特防を1段階下げる。,2026/4/10,
472,グライオン,マッドショット,じめん,特殊,55,95,16,1,相手の素早さを1段階下げる。,2026/4/10,
472,グライオン,どろかけ,じめん,特殊,20,100,12,1,相手の命中率を1段階下げる。,2026/4/10,
472,グライオン,まきびし,じめん,変化,0,-,20,,相手の場をまきびし状態にする。,2026/4/10,
472,グライオン,こおりのキバ,こおり,物理,65,95,16,1,10%の確率で相手をこおり状態にする。10％の確率で相手をひるませる。,2026/4/10,
472,グライオン,かわらわり,かくとう,物理,75,100,16,1,相手の場のひかりのかべ、リフレクター、オーロラベール状態を解除して攻撃する。,2026/4/10,
472,グライオン,カウンター,かくとう,物理,,100,20,,使ったターンに相手から受けた物理技のダメージを2倍にして返す。,2026/4/10,
472,グライオン,サイコファング,エスパー,物理,85,100,12,1,相手の場のひかりのかべ、リフレクター、オーロラベール状態を解除して攻撃する。,2026/4/10,
472,グライオン,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/4/10,
472,グライオン,こうそくいどう,エスパー,変化,0,-,20,,自分の素早さを2段階上げる。,2026/4/10,
472,グライオン,ワイドブレイカー,ドラゴン,物理,60,100,16,1,相手の攻撃を1段階下げる。,2026/4/10,
472,グライオン,スケイルショット,ドラゴン,物理,25,90,20,2～5,2ー5回連続で攻撃する。自分の防御を1段階下げ、素早さを1段階上げる。,2026/4/10,
472,グライオン,じごくづき,あく,物理,80,100,16,1,相手をじごくづき状態にする。,2026/4/10,
472,グライオン,かみくだく,あく,物理,80,100,16,1,20%の確率で相手の防御を1段階下げる。,2026/4/10,
472,グライオン,つじぎり,あく,物理,70,100,20,1,きゅうしょアップ+1で攻撃する。,2026/4/10,
472,グライオン,ぶんまわす,あく,物理,60,100,20,1,通常の攻撃技。,2026/4/10,
472,グライオン,ダメおし,あく,物理,60,100,12,1,使ったターン中、相手がすでにダメージを受けているなら威力が2倍になる。,2026/4/10,
472,グライオン,どろぼう,あく,物理,60,100,20,1,自分が道具を持っていない場合相手の道具を奪う。,2026/4/10,
472,グライオン,しっぺがえし,あく,物理,50,100,12,1,相手より後に攻撃すると技の威力が2倍になる。,2026/4/10,
472,グライオン,なげつける,あく,物理,,100,12,,持っている道具によって威力と効果が変わる。使うと道具はなくなる。,2026/4/10,
472,グライオン,あくのはどう,あく,特殊,80,100,16,1,20%の確率で相手をひるませる。,2026/4/10,
472,グライオン,アイアンテール,はがね,物理,100,75,16,1,30%の確率で相手の防御を1段階下げる。,2026/4/10,
472,グライオン,はがねのつばさ,はがね,物理,70,90,20,1,10%の確率で自分の防御を1段階上げる。,2026/4/10,
473,マンムー,メロメロ,ノーマル,変化,0,100,16,,相手をメロメロ状態にする。同性、性別不明の相手には失敗する。,2026/4/10,
473,マンムー,ちょうはつ,あく,変化,0,100,20,,相手をちょうはつ状態にする。,2026/4/10,
473,マンムー,ひやみず,みず,特殊,50,100,20,1,相手の攻撃を1段階下げる。,2026/4/10,
473,マンムー,げきりん,ドラゴン,物理,120,100,12,1,自分はあばれ状態になる。,2026/4/10,
473,マンムー,げんしのちから,いわ,特殊,60,100,8,1,10%の確率で自分の攻撃、防御、特攻、特防、素早さを1段階上げる。,2026/4/10,
473,マンムー,じしん,じめん,物理,100,100,12,1,地中状態の相手には威力が2倍になる。グラスフィールド状態の時、威力が1/2になる。,2026/4/10,TRUE
473,マンムー,つららばり,こおり,物理,25,100,20,2～5,2ー5回連続で攻撃する。,2026/4/10,TRUE
473,マンムー,こおりのつぶて,こおり,物理,40,100,20,1,必ず先制できる。(優先度+1),2026/4/10,TRUE
473,マンムー,がむしゃら,ノーマル,物理,,100,8,,相手の残りHPから自分の残りHPを引いた数値のダメージを与える。相手のHPが自分のHP以下なら失敗する。,2026/4/10,
473,マンムー,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
473,マンムー,すてみタックル,ノーマル,物理,120,100,16,1,与えたダメージの1/3を自分も受ける。,2026/4/10,
473,マンムー,あばれる,ノーマル,物理,120,100,12,1,自分はあばれ状態になる。,2026/4/10,
473,マンムー,のしかかり,ノーマル,物理,85,100,16,1,30%の確率で相手をまひ状態にする。ちいさくなる状態の相手には、威力が2倍になり必ず命中する。,2026/4/10,
473,マンムー,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/4/10,
473,マンムー,ダブルアタック,ノーマル,物理,35,90,12,2,2回連続で攻撃する。,2026/4/10,
473,マンムー,じたばた,ノーマル,物理,,100,16,,自分の残りHPが少ないほど威力が上がる。威力20ー200。,2026/4/10,
473,マンムー,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
473,マンムー,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/4/10,
473,マンムー,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/4/10,
473,マンムー,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/4/10,
473,マンムー,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
473,マンムー,こわいかお,ノーマル,変化,0,100,12,,相手の素早さを2段階下げる。,2026/4/10,
473,マンムー,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
473,マンムー,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/4/10,
473,マンムー,ほえる,ノーマル,変化,0,-,20,,相手に控えがいる場合、相手をランダムに交代させる。,2026/4/10,
473,マンムー,くさわけ,くさ,物理,50,100,20,1,自分の素早さを1段階上げる。,2026/4/10,
473,マンムー,あまごい,みず,変化,0,-,8,,5ターンの間あめ状態にする。,2026/4/10,
473,マンムー,ストーンエッジ,いわ,物理,100,80,8,1,きゅうしょアップ＋1で攻撃する。,2026/4/10,TRUE
473,マンムー,いわなだれ,いわ,物理,75,90,12,1,30%の確率で相手をひるませる。,2026/4/10,
473,マンムー,がんせきふうじ,いわ,物理,60,95,16,1,相手の素早さを1段階下げる。,2026/4/10,
473,マンムー,うちおとす,いわ,物理,50,100,16,1,地面にいない相手を着地状態にする。空中状態の相手にも当たる。,2026/4/10,
473,マンムー,ロックブラスト,いわ,物理,25,90,12,2～5,2ー5回連続で攻撃する。,2026/4/10,
473,マンムー,ステルスロック,いわ,変化,0,-,20,,相手の場をステルスロック状態にする。,2026/4/10,TRUE
473,マンムー,すなあらし,いわ,変化,0,-,8,,5ターンの間すなあらし状態にする。,2026/4/10,
473,マンムー,10まんばりき,じめん,物理,95,95,12,1,通常の攻撃技。,2026/4/10,
473,マンムー,あなをほる,じめん,物理,80,100,12,1,使ったターンで地中状態になり、次のターンで攻撃する。,2026/4/10,
473,マンムー,じだんだ,じめん,物理,75,100,12,1,前のターン自分が動けなかったり技を外したり失敗していた場合、威力が2倍になる。,2026/4/10,
473,マンムー,じならし,じめん,物理,60,100,20,1,相手の素早さを1段階下げる。グラスフィールド状態の時、威力が1/2になる。,2026/4/10,
473,マンムー,すなじごく,じめん,物理,35,85,16,1,相手をバインド状態にする。,2026/4/10,
473,マンムー,じわれ,じめん,物理,,30,8,,相手をひんしにする。命中率30%固定。,2026/4/10,
473,マンムー,だいちのちから,じめん,特殊,90,100,12,1,10%の確率で相手の特防を1段階下げる。,2026/4/10,
473,マンムー,マッドショット,じめん,特殊,55,95,16,1,相手の素早さを1段階下げる。,2026/4/10,
473,マンムー,どろかけ,じめん,特殊,20,100,12,1,相手の命中率を1段階下げる。,2026/4/10,
473,マンムー,つららおとし,こおり,物理,85,90,12,1,30%の確率で相手をひるませる。,2026/4/10,TRUE
473,マンムー,こおりのキバ,こおり,物理,65,95,16,1,10%の確率で相手をこおり状態にする。10％の確率で相手をひるませる。,2026/4/10,
473,マンムー,ゆきなだれ,こおり,物理,,100,12,,この技を使うターンに相手からの技ダメージを受けていれば、威力が2倍になる。,2026/4/10,
473,マンムー,ふぶき,こおり,特殊,110,70,8,1,10%の確率で相手をこおり状態にする。ゆき状態の場合、相手に必ず命中する。,2026/4/10,
473,マンムー,れいとうビーム,こおり,特殊,90,100,12,1,10%の確率で相手をこおり状態にする。,2026/4/10,
473,マンムー,フリーズドライ,こおり,特殊,70,100,20,1,みずタイプの相手にも効果バツグンとなる。,2026/4/10,
473,マンムー,こごえるかぜ,こおり,特殊,55,95,16,1,相手の素早さを1段階下げる。,2026/4/10,
473,マンムー,ゆきげしき,こおり,変化,0,-,8,,5ターンの間、ゆき状態にする。,2026/4/10,
473,マンムー,くろいきり,こおり,変化,0,-,20,,全体の場の能力変化をなくす。,2026/4/10,
473,マンムー,ばかぢから,かくとう,物理,120,100,8,1,自分の攻撃と防御が1段階下がる。,2026/4/10,
473,マンムー,ボディプレス,かくとう,物理,80,100,12,1,この技は攻撃ではなく、防御の数値でダメージが決まる。,2026/4/10,
473,マンムー,きしかいせい,かくとう,物理,,100,16,,自分の残りHPが少ないほど威力が上がる。威力20-200。,2026/4/10,
473,マンムー,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/4/10,
473,マンムー,リフレクター,エスパー,変化,0,-,20,,5ターンの間、味方の場をリフレクター状態にする。,2026/4/10,
473,マンムー,のろい,ゴースト,変化,0,-,12,,自分のHPを最大HPの1/2減らし、相手をのろい状態にする。ゴーストタイプ以外の場合、自分の素早さを1段階下げて、攻撃・防御を1段階上げる。,2026/4/10,
473,マンムー,じごくづき,あく,物理,80,100,16,1,相手をじごくづき状態にする。,2026/4/10,
473,マンムー,はたきおとす,あく,物理,65,100,20,1,相手が道具を持っていると威力が1.5倍になる。相手の道具を失わせる。,2026/4/10,TRUE
473,マンムー,かみつく,あく,物理,60,100,20,1,30%の確率で相手をひるませる。,2026/4/10,
473,マンムー,アイアンヘッド,はがね,物理,80,100,16,1,30%の確率で相手をひるませる。,2026/4/10,
473,マンムー,ハードプレス,はがね,物理,,100,12,,相手の残りHPが多いほど威力が高くなる。威力1ー100。,2026/4/10,
473,マンムー,ヘビーボンバー,はがね,物理,,100,12,1,自分が相手より重いほど威力が上がる。威力40ー120。ちいさくなる状態の相手には、威力が2倍になり必ず命中する。,2026/4/10,
473,マンムー,あまえる,フェアリー,変化,0,100,20,,相手の攻撃を2段階下げる。,2026/4/10,
475,エルレイド,けたぐり,かくとう,物理,,100,20,1,相手が重いほど威力が上がる。威力20-120。,2026/4/10,
475,エルレイド,くさむすび,くさ,特殊,,100,20,1,相手が重いほど威力が上がる。威力20-120。,2026/4/10,
475,エルレイド,せいなるつるぎ,かくとう,物理,90,100,16,1,相手の能力変化を無視してダメージを与える。,2026/4/10,TRUE
475,エルレイド,サイコカッター,エスパー,物理,70,100,20,1,きゅうしょアップ+1で攻撃する。,2026/4/10,TRUE
475,エルレイド,トリック,エスパー,変化,0,100,12,,相手と自分が持っている道具を入れ替える。,2026/4/10,
475,エルレイド,トリックルーム,エスパー,変化,0,-,8,,5ターンの間、全体の場をトリックルーム状態にする。,2026/4/10,
475,エルレイド,ワイドガード,いわ,変化,0,-,12,,使ったターン中、味方全員に当たる技から身を守る。,2026/4/10,
475,エルレイド,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
475,エルレイド,メガトンキック,ノーマル,物理,120,75,8,1,通常の攻撃技。,2026/4/10,
475,エルレイド,のしかかり,ノーマル,物理,85,100,16,1,30%の確率で相手をまひ状態にする。ちいさくなる状態の相手には、威力が2倍になり必ず命中する。,2026/4/10,
475,エルレイド,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/4/10,
475,エルレイド,フェイント,ノーマル,物理,30,100,12,1,まもる、みきり等の効果を解除して攻撃する。,2026/4/10,
475,エルレイド,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
475,エルレイド,ハイパーボイス,ノーマル,特殊,90,100,12,1,相手の「みがわり」状態を貫通する。,2026/4/10,
475,エルレイド,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/4/10,
475,エルレイド,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/4/10,
475,エルレイド,てだすけ,ノーマル,変化,0,-,20,,使ったターン中、味方の技の威力を1.5倍する。,2026/4/10,
475,エルレイド,じこあんじ,ノーマル,変化,0,-,12,,相手にかかっている能力変化を自分にもかける。,2026/4/10,
475,エルレイド,アンコール,ノーマル,変化,0,100,8,,相手をアンコール状態にする。,2026/4/10,
475,エルレイド,いたみわけ,ノーマル,変化,0,-,20,,自分と相手の残りHPを足して互いに1/2ずつに分ける。,2026/4/10,
475,エルレイド,しんぴのまもり,ノーマル,変化,0,-,20,,5ターンの間、味方の場をしんぴのまもり状態にする。,2026/4/10,
475,エルレイド,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/4/10,
475,エルレイド,くろいまなざし,ノーマル,変化,0,-,8,,相手をにげられない状態にする。,2026/4/10,
475,エルレイド,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
475,エルレイド,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
475,エルレイド,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/4/10,
475,エルレイド,かげぶんしん,ノーマル,変化,0,-,16,,自分の回避率を1段階上げる。,2026/4/10,
475,エルレイド,かなしばり,ノーマル,変化,0,100,20,,4ターンの間相手をわざふうじ状態にする。,2026/4/10,
475,エルレイド,つるぎのまい,ノーマル,変化,0,-,20,,自分の攻撃を2段階上げる。,2026/4/10,TRUE
475,エルレイド,ソーラーブレード,くさ,物理,125,100,12,1,使ったターンで溜め状態になり、次のターンで攻撃する。にほんばれ状態の場合は溜め状態にならず、すぐに攻撃できる。他の天気の場合は威力が1/2になる。,2026/4/10,
475,エルレイド,リーフブレード,くさ,物理,90,100,16,1,きゅうしょアップ+1で攻撃する。,2026/4/10,TRUE
475,エルレイド,エナジーボール,くさ,特殊,90,100,12,1,10%の確率で相手の特防を1段階下げる。,2026/4/10,
475,エルレイド,ほのおのパンチ,ほのお,物理,75,100,16,1,10%の確率で相手をやけど状態にする。,2026/4/10,
475,エルレイド,マジカルフレイム,ほのお,特殊,75,100,12,1,相手の特攻を1段階下げる。,2026/4/10,
475,エルレイド,おにび,ほのお,変化,0,85,16,,相手をやけど状態にする。,2026/4/10,
475,エルレイド,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/4/10,
475,エルレイド,アクアカッター,みず,物理,70,100,20,1,きゅうしょアップ+1で攻撃する。,2026/4/10,
475,エルレイド,いのちのしずく,みず,変化,0,-,12,,自分と味方のHPをそれぞれ最大HPの1/4ずつ回復する。,2026/4/10,
475,エルレイド,あまごい,みず,変化,0,-,8,,5ターンの間あめ状態にする。,2026/4/10,
475,エルレイド,かみなり,でんき,特殊,110,70,12,1,30%の確率で相手をまひ状態にする。あめ状態の場合、相手に必ず命中する。空中状態の相手にも当たる。,2026/4/10,
475,エルレイド,かみなりパンチ,でんき,物理,75,100,16,1,10%の確率で相手をまひ状態にする。,2026/4/10,
475,エルレイド,10まんボルト,でんき,特殊,90,100,16,1,10%の確率で相手をまひ状態にする。,2026/4/10,
475,エルレイド,チャージビーム,でんき,特殊,50,90,12,1,70%の確率で自分の特攻を上げる。,2026/4/10,
475,エルレイド,でんじは,でんき,変化,0,90,20,,相手をまひ状態にする。,2026/4/10,
475,エルレイド,シザークロス,むし,物理,80,100,16,1,通常の攻撃技。,2026/4/10,
475,エルレイド,つばめがえし,ひこう,物理,60,-,20,1,必ず命中する。,2026/4/10,
475,エルレイド,エアスラッシュ,ひこう,特殊,75,95,16,1,30%の確率で相手をひるませる。,2026/4/10,
